,AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,Date,Div,FTAG,FTHG,FTR,GBA,GBD,GBH,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,LBA,LBD,LBH,Referee,SBA,SBD,SBH,SJA,SJD,SJH,VCA,VCD,VCH,WHA,WHD,WHH
321,9,10,0,16,8,1,Blackburn,2.25,3.3,3.3,2.25,3.25,3.0,2.2,3.3,3.1,36,23,0.0,1.78,1.97,2.18,1.56,2.36,3.34,3.27,1.9,2.05,2.25,1.61,2.6,3.52,3.62,34,2010-04-03,E0,0,0,D,2.25,3.3,3.0,1,11,1,6,3,0,0,D,2,Portsmouth,2.3,3.2,3.0,2.2,3.25,2.75,S Bennett,2.25,3.25,2.85,2.2,3.4,3.2,2.1,3.4,3.4,2.3,3.3,3.1
322,2,12,0,5,3,2,Hull,4.5,3.5,1.8,4.5,3.4,1.8,4.8,3.3,1.75,35,18,0.0,1.72,2.04,4.71,3.25,1.3,3.43,1.79,1.79,2.14,5.25,3.6,1.35,3.68,1.85,30,2010-04-03,E0,0,2,H,4.75,3.4,1.75,3,12,0,9,3,0,1,H,3,Stoke,4.3,3.4,1.8,4.0,3.4,1.73,L Probert,4.5,3.4,1.7,4.5,3.5,1.8,5.5,3.4,1.73,4.6,3.4,1.8
323,6,15,0,12,9,0,Tottenham,2.1,3.3,3.6,2.1,3.25,3.4,2.1,3.25,3.35,35,19,0.0,1.78,1.97,2.09,1.5,2.47,3.31,3.53,1.88,2.07,2.15,1.57,2.75,3.46,3.82,33,2010-04-03,E0,1,3,H,2.15,3.25,3.25,6,16,0,11,10,0,2,H,2,Sunderland,2.2,3.2,3.2,2.0,3.2,3.2,L Mason,2.0,3.25,3.4,2.1,3.25,3.6,2.1,3.4,3.5,2.1,3.3,3.5
324,4,9,0,16,8,1,Liverpool,1.83,3.5,4.5,1.73,3.6,4.5,1.75,3.5,4.5,36,18,0.0,1.68,2.1,1.8,1.3,3.24,3.45,4.58,1.73,2.26,1.89,1.35,3.45,3.63,5.0,31,2010-04-04,E0,1,1,D,1.75,3.5,4.5,5,14,0,8,3,0,0,D,2,Birmingham,1.8,3.4,4.3,1.67,3.3,4.5,M Atkinson,1.75,3.5,4.2,1.73,3.5,5.0,1.8,3.5,4.75,1.75,3.5,4.8
325,8,17,0,10,5,3,West Ham,7.5,4.33,1.44,8.0,4.2,1.4,7.0,4.0,1.45,35,14,0.0,2.01,1.73,7.99,5.76,1.11,4.17,1.43,2.14,1.8,9.06,6.5,1.13,4.62,1.45,30,2010-04-04,E0,2,2,D,7.0,4.1,1.45,2,7,0,10,5,0,1,H,2,Everton,7.0,4.0,1.45,7.0,3.75,1.4,H Webb,6.75,4.2,1.4,8.0,4.1,1.44,8.5,4.33,1.4,8.5,4.33,1.4
326,3,10,0,12,7,2,Wigan,3.8,3.4,2.0,4.0,3.4,1.91,3.95,3.3,1.9,33,17,0.0,1.67,2.11,3.8,2.61,1.43,3.29,2.02,1.73,2.28,4.05,2.8,1.52,3.4,2.19,27,2010-04-04,E0,1,2,H,4.0,3.3,1.9,6,11,0,7,5,1,0,A,1,Fulham,3.4,3.25,2.1,3.4,3.25,1.91,M Clattenburg,3.75,3.25,1.9,4.0,3.2,2.0,3.75,3.25,2.05,3.8,3.3,2.0
327,1,14,0,9,7,1,Burnley,5.0,3.6,1.73,5.25,3.4,1.73,4.75,3.6,1.8,30,15,0.0,1.86,1.88,4.95,3.47,1.27,3.56,1.72,2.0,2.0,5.5,4.0,1.35,3.78,1.8,29,2010-04-10,E0,4,1,A,4.75,3.5,1.73,6,19,0,11,4,1,1,D,5,Hull,4.3,3.4,1.8,5.0,3.75,1.67,M Atkinson,4.2,3.6,1.7,5.0,3.5,1.73,5.0,3.6,1.73,5.0,3.6,1.7
328,7,20,0,9,7,3,Sunderland,3.8,3.4,2.0,3.75,3.3,2.05,3.4,3.2,2.1,30,15,0.0,1.79,1.96,3.69,2.59,1.44,3.36,2.03,1.93,2.1,4.01,2.71,1.5,3.49,2.1,28,2010-04-10,E0,0,1,H,3.5,3.3,2.05,2,12,0,10,6,0,0,D,1,West Ham,4.0,3.4,1.85,3.5,3.3,2.1,M Jones,3.2,3.3,2.05,3.5,3.3,2.1,3.6,3.4,2.05,3.8,3.3,2.0
329,7,12,0,13,6,2,Man United,1.53,4.0,6.5,1.44,4.33,7.0,1.48,4.33,7.0,31,13,0.0,2.0,1.76,1.48,1.13,5.19,4.09,7.1,2.14,1.85,1.54,1.17,6.0,4.33,8.5,28,2010-04-11,E0,0,0,D,1.45,4.0,7.5,1,14,0,8,7,0,0,D,1,Blackburn,1.45,4.0,7.0,1.5,4.0,7.0,P Walton,1.45,3.75,7.0,1.44,4.33,7.0,1.5,4.0,7.0,1.44,4.2,7.5
330,1,16,0,2,2,3,Fulham,13.0,5.0,1.29,12.0,5.0,1.29,10.0,4.75,1.3,30,10,-1.5,2.0,1.76,11.46,2.02,1.85,4.87,1.3,2.12,1.85,13.5,2.09,1.91,5.5,1.35,29,2010-04-11,E0,0,0,D,9.0,5.0,1.3,10,6,0,18,9,0,0,D,1,Liverpool,9.5,4.8,1.3,11.0,4.5,1.33,A Marriner,9.0,4.5,1.3,12.0,4.33,1.33,13.0,5.0,1.3,11.0,4.8,1.3
331,4,9,0,5,3,3,Birmingham,8.5,4.5,1.4,8.0,4.5,1.4,6.5,4.33,1.5,32,13,0.0,2.02,1.74,8.09,5.93,1.1,4.33,1.41,2.1,1.85,8.9,6.5,1.12,4.75,1.44,30,2010-04-11,E0,1,5,H,7.5,4.2,1.42,8,12,0,17,8,1,3,H,0,Man City,7.5,4.3,1.4,8.0,4.5,1.4,P Dowd,7.5,4.0,1.4,8.5,4.33,1.4,8.0,4.33,1.44,9.0,4.5,1.36
332,6,4,0,9,1,0,Stoke,3.2,3.25,2.3,3.2,3.25,2.25,3.0,3.2,2.3,30,21,0.0,1.62,2.2,3.2,2.25,1.61,3.24,2.26,1.7,2.39,3.4,2.4,1.68,3.3,2.37,27,2010-04-11,E0,0,0,D,3.1,3.1,2.3,7,7,0,10,8,0,0,D,0,Wolves,3.2,3.2,2.2,3.25,3.25,2.25,C Foy,2.8,3.25,2.3,3.2,3.3,2.25,3.4,3.25,2.25,3.2,3.2,2.3
333,2,22,0,7,2,4,Bolton,19.0,8.0,1.14,21.0,7.0,1.14,15.0,8.25,1.12,36,13,-2.0,2.71,1.42,19.69,2.18,1.71,7.72,1.13,3.0,1.5,26.0,2.3,1.75,9.4,1.15,29,2010-04-13,E0,0,1,H,15.0,7.0,1.15,5,13,0,18,8,0,1,H,1,Chelsea,15.0,6.5,1.15,12.0,6.0,1.14,L Probert,17.0,6.5,1.13,17.0,7.5,1.14,21.0,7.5,1.14,15.0,6.0,1.12
334,6,9,0,13,10,2,Everton,3.3,3.3,2.25,3.2,3.3,2.25,3.0,3.3,2.25,37,23,0.0,1.73,2.02,3.21,2.27,1.59,3.26,2.23,1.82,2.11,3.4,2.41,1.67,3.4,2.38,35,2010-04-14,E0,2,2,D,3.4,3.25,2.1,7,11,0,10,7,1,0,A,2,Aston Villa,3.2,3.2,2.1,2.8,3.2,2.2,M Atkinson,3.0,3.2,2.2,3.3,3.25,2.2,3.2,3.2,2.3,2.8,3.3,2.15
335,6,10,0,19,11,1,Arsenal,2.25,3.3,3.25,2.25,3.3,3.2,2.2,3.4,3.0,34,23,0.0,1.91,1.84,2.26,1.62,2.24,3.3,3.12,2.13,1.95,2.35,1.72,2.4,3.4,3.43,33,2010-04-14,E0,1,2,H,2.25,3.25,3.1,4,13,0,13,10,0,1,H,3,Tottenham,2.3,3.3,2.9,2.25,3.2,2.75,M Clattenburg,2.25,3.25,2.85,2.25,3.3,3.2,2.25,3.25,3.2,2.25,3.3,2.9
336,3,9,0,6,2,1,Portsmouth,6.5,3.8,1.57,5.5,3.75,1.62,5.75,3.9,1.53,34,14,0.0,1.8,1.95,6.17,4.44,1.17,3.81,1.55,1.91,2.06,7.0,5.0,1.2,4.21,1.62,33,2010-04-14,E0,0,0,D,6.5,3.6,1.55,10,16,0,24,14,0,0,D,2,Wigan,5.6,3.6,1.55,5.0,3.6,1.53,M Dean,5.75,3.6,1.53,7.0,3.75,1.53,7.0,4.0,1.5,5.0,3.6,1.53
337,1,12,0,11,4,0,Hull,5.0,3.6,1.73,5.0,3.5,1.73,4.75,3.55,1.7,34,16,0.0,1.81,1.94,4.79,3.39,1.28,3.49,1.75,1.89,2.05,5.5,4.0,1.33,3.71,1.8,34,2010-04-17,E0,0,0,D,4.5,3.5,1.75,8,11,0,10,7,0,0,D,0,Birmingham,4.1,3.5,1.75,4.5,3.5,1.8,M Clattenburg,4.2,3.5,1.75,4.5,3.5,1.8,5.0,3.5,1.73,4.6,3.4,1.8
338,2,10,0,11,4,2,Everton,2.6,3.25,2.8,2.62,3.3,2.6,2.6,3.2,2.6,34,27,0.0,1.71,2.06,2.58,1.83,1.95,3.24,2.7,1.82,2.18,2.7,1.91,2.15,3.36,2.97,32,2010-04-17,E0,3,2,A,2.6,3.25,2.6,4,15,0,15,10,1,0,A,3,Blackburn,2.55,3.1,2.55,2.62,3.3,2.62,A Marriner,2.5,3.3,2.5,2.7,3.25,2.6,2.62,3.2,2.75,2.6,3.2,2.75
339,9,11,0,5,1,0,Wolves,3.75,3.25,2.1,3.75,3.25,2.05,3.6,3.4,2.1,32,17,0.0,1.66,2.12,3.66,2.54,1.47,3.24,2.06,1.74,2.29,4.0,2.75,1.57,3.4,2.2,29,2010-04-17,E0,0,0,D,3.5,3.2,2.1,5,9,0,11,4,0,0,D,1,Fulham,3.4,3.1,2.05,4.0,3.4,1.91,M Dean,3.75,3.25,1.9,4.0,3.25,2.0,3.6,3.2,2.1,3.8,3.3,2.0
340,5,12,0,13,3,1,Man United,2.4,3.5,2.88,2.5,3.4,2.75,2.4,3.5,2.85,33,24,0.0,2.04,1.73,2.46,1.76,2.03,3.38,2.76,2.19,1.8,2.54,1.84,2.2,3.63,2.9,32,2010-04-17,E0,1,0,A,2.4,3.4,2.75,7,8,0,8,5,0,0,D,2,Man City,2.4,3.2,2.7,2.5,3.3,2.8,M Atkinson,2.4,3.3,2.6,2.5,3.4,2.75,2.38,3.4,2.88,2.5,3.4,2.7
341,1,5,0,13,8,2,Bolton,3.75,3.25,2.1,3.75,3.25,2.05,3.8,3.25,1.95,35,17,0.0,1.65,2.15,3.81,2.66,1.43,3.26,2.02,1.73,2.31,4.0,2.88,1.5,3.4,2.18,31,2010-04-17,E0,2,1,A,3.75,3.2,2.0,5,10,0,11,5,0,1,H,1,Stoke,3.7,3.0,2.0,4.0,3.4,1.91,S Attwell,3.75,3.25,1.9,4.0,3.2,2.0,4.0,3.2,2.0,4.0,3.3,1.95
342,3,17,0,9,4,2,Burnley,6.0,3.75,1.62,6.0,3.75,1.57,6.5,3.85,1.5,34,16,0.0,1.94,1.8,6.08,4.37,1.18,3.76,1.57,2.19,1.88,6.75,5.0,1.27,4.05,1.65,33,2010-04-17,E0,1,2,H,6.0,3.75,1.55,3,14,0,16,11,0,2,H,3,Sunderland,4.6,3.5,1.65,6.0,3.6,1.62,H Webb,5.5,3.6,1.55,6.0,3.8,1.57,6.5,3.75,1.57,6.0,3.8,1.57
343,4,14,1,9,6,4,Chelsea,1.91,3.6,4.0,1.91,3.4,4.0,1.95,3.6,3.8,34,17,0.0,1.88,1.86,1.9,1.38,2.86,3.44,4.04,2.04,1.94,2.0,1.45,3.0,3.65,4.33,34,2010-04-17,E0,1,2,H,1.9,3.3,4.0,13,7,0,20,10,0,2,H,2,Tottenham,2.0,3.3,3.3,1.91,3.4,4.0,P Dowd,1.85,3.4,3.75,1.91,3.4,4.0,1.91,3.5,4.0,1.85,3.5,4.2
344,6,10,0,12,9,0,Aston Villa,1.67,3.75,5.5,1.67,3.5,5.5,1.67,3.7,4.75,35,17,0.0,1.76,2.0,1.65,1.24,3.73,3.66,5.36,1.85,2.1,1.7,1.27,4.05,4.03,6.1,34,2010-04-18,E0,2,1,A,1.67,3.6,5.0,7,5,0,16,12,1,1,D,0,Portsmouth,1.7,3.5,4.4,1.73,3.5,5.0,L Probert,1.65,3.5,4.75,1.67,3.5,5.5,1.67,3.6,5.5,1.62,3.75,5.5
345,3,13,0,11,8,1,Arsenal,1.53,4.0,6.5,1.55,3.75,6.5,1.55,4.0,6.5,32,14,0.0,2.0,1.76,1.55,1.17,4.6,3.87,6.21,2.19,1.83,1.59,1.22,5.0,4.26,6.8,31,2010-04-18,E0,2,3,H,1.55,3.75,6.0,8,15,0,16,11,1,0,A,2,Wigan,1.55,3.8,5.2,1.53,3.75,6.5,L Mason,1.53,3.75,5.5,1.53,4.0,6.5,1.53,4.0,6.5,1.53,4.0,6.0
346,2,12,0,6,2,2,West Ham,10.0,5.0,1.33,9.0,4.33,1.36,7.75,4.4,1.38,33,14,0.0,2.06,1.71,9.03,6.79,1.08,4.56,1.35,2.2,1.78,11.0,7.5,1.11,5.0,1.4,31,2010-04-19,E0,0,3,H,9.0,4.5,1.35,9,8,0,17,8,0,2,H,0,Liverpool,8.5,4.8,1.3,9.0,4.5,1.36,P Walton,9.0,4.5,1.3,9.0,5.0,1.33,9.0,4.75,1.36,9.0,4.5,1.36
347,9,7,0,11,5,2,Aston Villa,2.1,3.4,3.5,2.15,3.3,3.4,2.08,3.3,3.4,32,16,0.0,1.92,1.82,2.09,1.5,2.43,3.34,3.45,2.03,1.9,2.2,1.57,2.63,3.61,3.8,32,2010-04-21,E0,2,0,A,2.1,3.25,3.4,11,8,0,14,10,1,0,A,2,Hull,2.0,3.3,3.3,2.1,3.4,3.4,M Dean,2.0,3.25,3.4,2.1,3.4,3.4,2.05,3.4,3.6,2.2,3.3,3.3
348,1,14,0,3,2,2,Man City,3.75,3.5,2.0,3.75,3.4,2.0,3.6,3.7,2.0,37,20,0.0,2.14,1.65,3.81,2.71,1.41,3.45,1.96,2.25,1.73,4.06,2.9,1.47,3.65,2.04,33,2010-04-24,E0,0,0,D,3.6,3.5,1.95,5,13,0,9,4,0,0,D,4,Arsenal,3.55,3.4,1.9,4.2,3.5,1.83,M Dean,3.6,3.4,1.9,3.75,3.4,2.0,4.0,3.5,1.91,3.8,3.5,1.95
349,5,13,0,13,6,1,Portsmouth,6.5,4.0,1.53,6.0,3.75,1.57,5.75,4.1,1.5,37,18,0.0,1.97,1.79,6.28,4.55,1.16,3.86,1.55,2.11,1.85,7.06,5.5,1.2,4.22,1.58,36,2010-04-24,E0,2,2,D,5.5,3.85,1.57,12,16,0,14,10,0,2,H,1,Bolton,5.4,3.7,1.55,7.0,4.0,1.5,H Webb,5.5,3.6,1.55,6.0,3.8,1.57,7.0,4.0,1.5,6.0,4.0,1.53
350,6,17,1,10,5,3,Sunderland,3.0,3.4,2.38,3.1,3.25,2.3,3.2,3.3,2.15,36,27,0.0,1.8,1.95,3.0,2.14,1.69,3.28,2.36,1.91,2.1,3.2,2.3,1.81,3.41,2.51,36,2010-04-24,E0,1,0,A,3.2,3.2,2.2,3,12,1,14,8,1,0,A,1,Hull,3.1,3.3,2.1,3.1,3.5,2.2,L Probert,3.0,3.2,2.2,3.0,3.25,2.38,3.0,3.25,2.38,3.1,3.3,2.3
351,4,10,0,9,3,0,Tottenham,7.0,4.2,1.5,6.5,4.5,1.44,6.5,4.6,1.48,36,18,0.0,2.16,1.63,6.8,5.02,1.14,4.33,1.46,2.25,1.71,7.6,5.7,1.17,4.71,1.5,30,2010-04-24,E0,1,3,H,6.5,4.33,1.45,4,13,0,15,8,0,0,D,1,Man United,6.5,3.9,1.45,6.5,4.2,1.5,A Marriner,6.5,4.33,1.4,7.0,4.33,1.44,7.0,4.5,1.44,6.5,4.5,1.44
352,5,10,0,12,10,2,Wigan,4.33,3.6,1.83,4.33,3.5,1.83,4.1,3.6,1.8,36,19,0.0,1.82,1.93,4.4,3.15,1.32,3.51,1.82,1.91,2.01,4.74,3.5,1.35,3.76,1.86,36,2010-04-24,E0,2,3,H,4.2,3.4,1.83,4,9,0,9,7,1,2,H,1,West Ham,4.0,3.4,1.8,4.5,3.5,1.8,A Wiley,4.0,3.4,1.8,4.33,3.5,1.83,4.33,3.6,1.8,4.5,3.5,1.8
353,4,8,0,12,8,1,Blackburn,3.4,3.25,2.2,3.2,3.25,2.25,3.3,3.1,2.2,37,22,0.0,1.6,2.24,3.23,2.28,1.57,3.2,2.27,1.67,2.45,3.61,2.5,1.64,3.32,2.38,32,2010-04-24,E0,1,1,D,3.1,3.1,2.3,4,9,0,14,5,1,0,A,0,Wolves,3.3,3.1,2.1,3.3,3.3,2.2,M Clattenburg,3.25,3.25,2.05,3.1,3.25,2.3,3.5,3.2,2.2,3.3,3.2,2.25
354,5,16,0,16,14,4,Birmingham,6.0,3.75,1.62,5.5,3.75,1.62,5.75,4.0,1.6,37,19,0.0,1.88,1.86,5.77,4.12,1.2,3.78,1.6,2.0,2.0,6.42,4.5,1.27,4.14,1.67,38,2010-04-25,E0,0,1,H,5.5,3.75,1.6,7,12,0,10,6,0,0,D,1,Aston Villa,4.6,3.5,1.65,5.5,3.75,1.62,M Atkinson,5.25,3.6,1.57,6.0,3.6,1.62,6.0,4.0,1.57,6.0,3.8,1.57
355,5,11,0,12,10,1,Liverpool,1.62,4.0,5.5,1.57,3.75,6.0,1.6,3.8,5.25,35,17,0.0,1.96,1.79,1.58,1.19,4.24,3.83,5.84,2.11,1.86,1.62,1.2,4.5,4.26,6.55,34,2010-04-25,E0,4,0,A,1.6,3.75,5.5,4,13,0,12,6,0,0,D,2,Burnley,1.55,3.7,5.4,1.57,4.0,5.5,P Dowd,1.57,3.6,5.25,1.57,3.8,6.0,1.57,4.0,6.0,1.57,4.0,5.5
356,0,12,0,3,2,3,Stoke,21.0,8.0,1.14,23.0,7.5,1.12,15.0,8.25,1.12,37,14,-2.0,2.53,1.47,19.2,2.06,1.81,7.52,1.14,2.75,1.53,25.0,2.11,1.88,9.2,1.17,29,2010-04-25,E0,0,7,H,15.0,7.0,1.15,7,14,0,29,18,0,3,H,0,Chelsea,14.0,6.2,1.15,19.0,8.0,1.12,S Bennett,15.0,6.5,1.14,17.0,6.5,1.17,19.0,8.5,1.12,21.0,8.0,1.12
357,3,12,0,8,6,1,Fulham,10.0,4.5,1.36,9.0,4.5,1.36,7.75,4.25,1.4,33,17,0.0,1.85,1.89,8.52,6.51,1.09,4.38,1.4,1.96,1.97,10.0,8.0,1.13,4.83,1.45,34,2010-04-25,E0,1,2,H,7.5,4.2,1.42,9,7,0,15,9,1,0,A,0,Everton,7.0,4.1,1.4,8.0,4.5,1.4,L Mason,8.0,4.2,1.35,8.0,4.0,1.44,9.0,4.33,1.4,8.5,4.33,1.4
358,8,10,0,12,7,1,Burnley,7.0,4.2,1.5,7.0,3.75,1.5,6.5,3.8,1.5,36,19,0.0,1.89,1.86,6.88,4.96,1.15,3.88,1.51,2.02,1.95,7.43,5.5,1.2,4.33,1.55,35,2010-05-01,E0,1,2,H,6.75,3.75,1.5,6,11,0,13,4,0,2,H,2,Birmingham,5.4,3.7,1.55,7.0,4.0,1.5,P Walton,6.5,3.6,1.5,7.0,3.75,1.53,7.0,4.0,1.5,6.5,4.1,1.5
359,5,9,0,10,6,2,Aston Villa,4.33,3.6,1.83,4.33,3.4,1.83,4.25,3.45,1.8,36,20,0.0,1.89,1.85,4.22,2.97,1.35,3.48,1.85,2.0,1.95,4.65,3.25,1.4,3.7,1.91,35,2010-05-01,E0,1,3,H,4.0,3.5,1.85,13,6,0,17,12,1,2,H,1,Man City,3.8,3.4,1.85,4.33,3.5,1.83,M Clattenburg,3.75,3.4,1.85,4.0,3.5,1.91,4.0,3.5,1.91,4.2,3.6,1.83
360,9,13,0,18,11,1,Wolves,3.1,3.25,2.38,3.0,3.25,2.3,2.8,3.25,2.4,34,25,0.0,1.68,2.09,2.96,2.11,1.69,3.26,2.38,1.78,2.18,3.25,2.3,1.75,3.37,2.5,29,2010-05-01,E0,1,3,H,2.9,3.25,2.35,7,10,0,12,8,1,2,H,0,Portsmouth,2.8,3.2,2.3,2.8,3.25,2.5,M Jones,2.7,3.25,2.38,2.88,3.25,2.5,3.0,3.2,2.38,2.9,3.3,2.4
361,5,10,0,11,9,0,Everton,2.1,3.3,3.6,2.1,3.25,3.4,2.05,3.25,3.5,35,22,0.0,1.8,1.96,2.06,1.47,2.55,3.31,3.61,1.91,2.07,2.1,1.51,2.75,3.5,3.98,34,2010-05-01,E0,0,0,D,2.05,3.2,3.6,6,10,0,12,6,0,0,D,0,Stoke,2.1,3.3,3.1,2.1,3.3,3.5,H Webb,2.05,3.25,3.25,2.1,3.25,3.6,2.0,3.4,3.75,2.05,3.3,3.6
362,7,10,0,11,7,3,Bolton,10.0,5.5,1.29,11.0,5.5,1.25,10.0,5.5,1.25,36,16,0.0,2.31,1.55,11.55,8.64,1.05,5.49,1.25,2.5,1.6,13.5,11.0,1.07,6.2,1.29,27,2010-05-01,E0,0,1,H,11.0,5.5,1.25,11,11,0,25,12,0,1,H,0,Tottenham,12.0,5.5,1.2,12.0,5.0,1.29,C Foy,9.0,5.2,1.25,11.0,5.0,1.29,11.0,6.0,1.25,12.0,5.5,1.25
363,3,14,0,7,5,0,West Ham,3.1,3.25,2.38,3.2,3.25,2.2,3.05,3.35,2.2,37,25,0.0,1.77,2.0,3.12,2.22,1.63,3.27,2.28,1.84,2.08,3.3,2.32,1.7,3.4,2.43,35,2010-05-02,E0,2,3,H,3.0,3.3,2.25,9,10,0,5,3,0,1,H,0,Fulham,3.3,3.1,2.1,3.25,3.25,2.25,A Marriner,2.85,3.25,2.25,3.25,3.4,2.2,3.2,3.25,2.3,3.2,3.25,2.25
364,5,7,0,15,11,2,Chelsea,1.83,3.8,4.0,1.91,3.6,3.8,1.9,3.6,3.6,33,17,0.0,1.96,1.79,1.84,1.36,2.91,3.61,4.09,2.05,1.88,1.91,1.44,3.2,3.94,4.38,32,2010-05-02,E0,2,0,A,1.85,3.6,3.8,9,7,0,7,2,1,0,A,1,Liverpool,1.85,3.4,3.8,1.91,3.4,4.0,A Wiley,1.8,3.5,3.8,1.83,3.75,4.0,1.8,3.75,4.33,1.85,3.6,4.0
365,4,9,0,14,9,2,Man United,1.36,4.75,9.5,1.36,4.33,9.0,1.35,4.5,8.5,34,17,0.0,2.01,1.76,1.37,1.09,6.44,4.63,8.54,2.11,1.85,1.4,1.13,7.5,5.25,9.5,31,2010-05-02,E0,1,0,A,1.35,4.75,8.0,9,10,0,10,2,1,0,A,3,Sunderland,1.35,4.5,7.3,1.36,4.5,9.0,S Bennett,1.4,4.2,7.0,1.4,4.5,8.0,1.36,4.75,9.0,1.36,4.8,8.0
366,8,15,0,6,4,2,Arsenal,2.1,3.4,3.5,2.0,3.4,3.6,2.05,3.5,3.25,35,16,0.0,1.96,1.8,2.06,1.47,2.55,3.35,3.57,2.05,1.91,2.16,1.53,2.75,3.5,3.81,33,2010-05-03,E0,1,2,H,2.05,3.4,3.4,5,19,0,11,7,1,1,D,2,Blackburn,2.1,3.1,3.3,2.0,3.4,3.75,M Atkinson,1.95,3.25,3.6,2.0,3.4,3.75,2.05,3.4,3.6,2.05,3.4,3.5
367,1,14,0,6,3,0,Hull,4.5,3.6,1.8,4.2,3.4,1.8,4.33,3.5,1.78,36,19,0.0,1.82,1.94,4.47,3.11,1.33,3.52,1.79,1.89,2.04,4.92,3.4,1.36,3.76,1.83,35,2010-05-03,E0,2,2,D,4.2,3.5,1.8,8,11,0,13,7,1,1,D,2,Wigan,4.0,3.4,1.8,4.33,3.5,1.83,P Dowd,4.2,3.25,1.8,4.5,3.5,1.8,4.5,3.6,1.8,4.8,3.5,1.75
368,3,6,0,5,2,3,Stoke,3.6,3.3,2.1,3.5,3.4,2.05,3.8,3.3,1.95,36,20,0.0,1.71,2.08,3.59,2.55,1.46,3.32,2.07,1.8,2.22,4.0,2.75,1.52,3.46,2.15,30,2010-05-05,E0,1,0,A,3.4,3.25,2.1,8,7,0,12,6,0,0,D,1,Fulham,3.4,3.2,2.0,3.75,3.4,2.0,P Walton,3.2,3.2,2.1,3.75,3.4,2.0,3.75,3.4,2.05,3.6,3.3,2.05
369,7,14,0,10,6,3,Tottenham,3.8,3.4,2.0,3.8,3.5,1.95,3.7,3.5,1.9,34,19,0.0,2.03,1.74,3.7,2.62,1.43,3.42,2.0,2.15,1.8,3.85,2.75,1.5,3.6,2.09,31,2010-05-05,E0,1,0,A,3.5,3.4,2.0,9,12,0,10,5,0,0,D,0,Man City,3.7,3.3,1.9,3.6,3.5,2.0,S Bennett,3.6,3.4,1.9,3.8,3.4,2.0,3.75,3.5,2.05,3.75,3.4,2.0
370,2,10,0,5,2,2,Fulham,13.0,7.0,1.2,13.0,6.0,1.2,12.5,6.5,1.18,38,15,0.0,2.55,1.47,14.2,10.27,1.03,6.59,1.18,2.75,1.57,17.0,12.0,1.05,8.0,1.2,26,2010-05-09,E0,0,4,H,13.0,6.0,1.2,5,11,0,16,11,0,3,H,2,Arsenal,14.0,6.2,1.15,13.0,7.5,1.17,M Jones,13.0,6.5,1.15,13.0,6.5,1.2,15.0,8.0,1.14,15.0,7.0,1.17
371,5,12,0,9,3,1,Blackburn,6.0,4.0,1.57,6.0,3.75,1.57,6.0,4.0,1.5,39,17,0.0,2.08,1.69,6.18,4.41,1.18,3.85,1.55,2.2,1.75,6.8,4.9,1.22,4.16,1.61,33,2010-05-09,E0,1,0,A,6.0,3.75,1.55,11,14,0,16,12,0,0,D,2,Aston Villa,5.7,3.8,1.5,6.0,3.75,1.57,S Bennett,6.0,3.75,1.5,6.5,3.75,1.57,6.0,4.0,1.53,6.0,4.0,1.53
372,6,17,0,10,5,5,Birmingham,3.3,3.3,2.25,3.25,3.2,2.2,3.1,3.3,2.2,40,20,0.0,1.88,1.86,3.26,2.26,1.57,3.27,2.2,2.0,1.95,3.5,2.4,1.62,3.47,2.25,39,2010-05-09,E0,1,2,H,3.2,3.2,2.2,3,14,0,14,8,0,1,H,2,Bolton,3.0,3.2,2.2,3.25,3.25,2.25,K Friend,3.0,3.2,2.2,3.25,3.4,2.2,3.4,3.25,2.2,3.3,3.25,2.2
373,6,8,0,16,11,0,Tottenham,1.5,4.2,7.0,1.53,4.0,6.0,1.45,4.2,6.4,36,14,0.0,2.36,1.53,1.48,1.16,4.62,4.14,6.51,2.5,1.62,1.53,1.2,5.0,4.48,7.75,23,2010-05-09,E0,2,4,H,1.53,4.0,5.75,5,9,0,16,12,2,1,A,0,Burnley,1.4,4.1,7.0,1.44,4.33,7.0,M Dean,1.45,4.2,5.75,1.53,4.0,6.5,1.5,4.0,6.0,1.5,4.0,7.0
374,3,9,1,4,3,2,Wigan,23.0,10.0,1.1,26.0,8.0,1.1,17.0,8.75,1.1,38,14,0.0,2.8,1.39,23.31,15.14,1.01,9.03,1.09,3.1,1.45,29.0,21.0,1.03,12.0,1.12,27,2010-05-09,E0,0,8,H,21.0,8.0,1.1,2,14,0,17,10,0,2,H,2,Chelsea,25.0,10.0,1.05,26.0,10.0,1.08,M Atkinson,19.0,8.0,1.08,21.0,9.0,1.11,26.0,10.0,1.09,21.0,9.0,1.1
