,AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,Date,Div,FTAG,FTHG,FTR,GBA,GBD,GBH,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,LBA,LBD,LBH,Referee,SBA,SBD,SBH,SJA,SJD,SJH,VCA,VCD,VCH,WHA,WHD,WHH
159,7,16,0,8,4,2,Blackburn,3.4,3.25,2.2,3.5,3.2,2.15,3.4,3.2,2.1,39,27,0.0,1.65,2.16,3.31,2.34,1.58,3.24,2.21,1.7,2.35,3.5,2.5,1.67,3.36,2.34,34,2009-12-15,E0,1,2,H,3.2,3.2,2.2,6,8,0,13,6,0,1,H,2,Birmingham,3.35,3.3,2.1,3.5,3.3,2.1,M Jones,3.2,3.2,2.1,3.5,3.3,2.1,3.4,3.25,2.25,3.4,3.1,2.25
160,4,7,0,9,6,1,West Ham,3.25,3.3,2.25,3.3,3.25,2.2,3.15,3.25,2.2,39,26,0.0,1.89,1.86,3.36,2.38,1.56,3.29,2.16,2.03,1.93,3.75,2.59,1.62,3.51,2.25,34,2009-12-15,E0,1,3,H,3.2,3.2,2.2,8,10,0,23,12,0,0,D,4,Bolton,3.1,3.3,2.2,3.3,3.3,2.2,A Marriner,3.0,3.2,2.2,3.25,3.3,2.2,3.25,3.4,2.25,3.25,3.2,2.25
161,3,11,0,4,1,1,Wolves,19.0,7.0,1.17,17.0,6.75,1.17,14.0,7.0,1.15,38,24,-2.0,2.3,1.57,17.23,1.88,1.99,6.7,1.17,2.49,1.62,23.0,1.94,2.05,7.6,1.2,33,2009-12-15,E0,0,3,H,15.0,6.5,1.17,8,11,0,12,9,0,2,H,1,Man United,15.0,6.0,1.17,13.0,6.5,1.2,S Bennett,15.0,6.5,1.14,19.0,6.5,1.17,19.0,7.5,1.17,15.0,6.0,1.2
162,1,14,0,11,4,2,Aston Villa,2.5,3.3,2.88,2.4,3.25,2.9,2.4,3.25,2.8,39,25,0.0,1.71,2.07,2.55,1.87,1.93,3.22,2.74,1.8,2.29,2.84,2.01,2.12,3.3,2.95,34,2009-12-15,E0,2,0,A,2.4,3.25,2.85,7,16,1,15,5,1,0,A,2,Sunderland,2.5,3.2,2.7,2.38,3.4,2.88,K Friend,2.3,3.2,2.8,2.4,3.3,2.9,2.5,3.25,3.0,2.4,3.2,3.0
163,6,11,0,17,9,0,Arsenal,1.5,4.2,7.0,1.5,4.0,6.5,1.45,4.15,6.5,39,24,1.0,2.11,1.68,1.48,1.79,2.07,4.05,6.89,2.25,1.75,1.53,1.84,2.14,4.5,7.55,34,2009-12-16,E0,1,1,D,1.5,4.0,6.0,3,11,0,8,3,1,1,D,2,Burnley,1.5,3.9,6.5,1.5,4.0,7.0,M Dean,1.5,3.75,6.0,1.5,4.0,7.0,1.44,4.33,7.5,1.5,4.0,7.0
164,2,11,0,7,3,0,Portsmouth,19.0,8.0,1.14,17.0,6.5,1.17,16.0,8.0,1.12,39,22,-2.0,2.32,1.55,18.1,1.96,1.9,6.94,1.16,2.5,1.62,23.0,2.02,1.95,8.27,1.17,34,2009-12-16,E0,1,2,H,15.0,7.0,1.15,11,11,0,21,8,0,1,H,0,Chelsea,15.0,6.0,1.17,15.0,7.0,1.17,M Clattenburg,15.0,6.0,1.15,19.0,7.5,1.14,21.0,8.0,1.14,17.0,7.5,1.14
165,0,11,0,8,5,1,Wigan,11.0,4.75,1.33,9.0,4.33,1.36,10.0,4.75,1.3,39,25,-1.5,2.01,1.75,10.44,1.96,1.91,4.69,1.32,2.16,1.82,12.59,2.01,1.95,5.36,1.36,34,2009-12-16,E0,1,2,H,10.0,4.5,1.33,13,12,0,12,7,0,1,H,1,Liverpool,8.5,4.5,1.35,9.0,5.0,1.33,P Dowd,9.0,4.5,1.3,11.0,4.5,1.33,12.0,5.0,1.3,11.0,4.5,1.33
166,6,8,0,9,5,3,Man City,3.25,3.3,2.25,3.2,3.25,2.2,3.0,3.3,2.25,39,26,0.0,2.12,1.68,3.16,2.26,1.61,3.29,2.24,2.3,1.74,3.42,2.41,1.65,3.45,2.35,34,2009-12-16,E0,0,3,H,3.1,3.25,2.25,5,10,0,19,7,0,1,H,2,Tottenham,3.35,3.3,2.1,3.2,3.3,2.25,A Wiley,2.9,3.2,2.25,3.2,3.3,2.25,3.4,3.25,2.25,3.1,3.4,2.25
167,0,14,0,6,2,5,Hull,15.0,6.0,1.22,13.0,6.0,1.22,13.0,6.25,1.18,39,26,-1.75,2.34,1.55,15.32,2.04,1.86,6.14,1.2,2.43,1.63,21.0,2.1,1.9,6.64,1.23,35,2009-12-19,E0,0,3,H,13.0,6.0,1.2,8,9,0,18,9,0,1,H,1,Arsenal,13.0,6.5,1.17,13.0,6.0,1.22,S Bennett,15.0,6.0,1.15,19.0,6.5,1.17,19.0,6.0,1.2,15.0,6.0,1.2
168,4,12,0,13,5,1,Stoke,9.0,4.33,1.4,8.5,4.2,1.4,7.5,3.85,1.45,39,27,0.0,1.84,1.91,8.41,6.09,1.11,4.16,1.42,1.94,2.03,10.0,6.75,1.13,4.46,1.45,35,2009-12-19,E0,0,1,H,8.5,4.0,1.4,3,9,0,17,8,0,0,D,0,Aston Villa,7.0,4.0,1.45,8.0,4.0,1.44,L Probert,7.5,4.0,1.4,8.5,4.33,1.4,8.5,4.33,1.44,9.0,4.2,1.4
169,0,6,0,7,2,1,Tottenham,2.2,3.4,3.3,2.2,3.3,3.3,2.1,3.35,3.25,39,27,0.0,1.93,1.81,2.2,1.6,2.29,3.32,3.22,2.04,1.88,2.3,1.65,2.46,3.55,3.45,35,2009-12-19,E0,2,0,A,2.15,3.25,3.25,5,7,0,13,9,1,0,A,0,Blackburn,2.3,3.2,3.0,2.2,3.3,3.3,P Walton,2.2,3.2,3.0,2.2,3.3,3.25,2.25,3.4,3.25,2.15,3.3,3.2
170,2,9,0,16,4,1,Man United,1.57,4.0,6.5,1.62,3.75,5.5,1.55,4.0,6.35,39,28,1.0,1.79,1.96,1.55,2.03,1.84,3.79,6.36,1.87,2.08,1.62,2.11,1.89,4.0,7.0,35,2009-12-19,E0,0,3,H,1.57,3.75,5.75,5,10,0,10,7,0,1,H,0,Fulham,1.55,3.7,6.0,1.57,3.6,6.5,H Webb,1.45,4.0,6.25,1.53,3.75,7.0,1.62,3.6,6.5,1.53,4.0,6.5
171,4,8,1,7,5,2,Sunderland,7.0,4.0,1.53,7.0,3.9,1.5,7.25,4.0,1.45,39,28,-1.0,2.12,1.66,6.83,1.94,1.92,3.86,1.52,2.21,1.76,7.5,2.02,2.0,4.1,1.58,34,2009-12-19,E0,3,4,H,6.5,3.75,1.53,6,13,0,11,5,2,3,H,2,Man City,7.0,4.0,1.45,7.0,4.0,1.5,A Marriner,6.6,3.8,1.45,7.0,4.0,1.5,7.0,3.6,1.57,7.5,4.2,1.44
172,10,12,1,7,3,3,Liverpool,1.62,4.0,5.5,1.62,3.6,6.0,1.58,4.0,5.85,39,29,0.0,1.8,1.95,1.6,1.2,4.11,3.74,5.86,1.88,2.04,1.63,1.22,4.55,4.15,6.5,35,2009-12-19,E0,0,2,H,1.57,3.6,6.0,8,7,0,14,6,0,1,H,3,Portsmouth,1.65,3.5,5.3,1.62,3.6,6.0,L Mason,1.55,3.6,5.5,1.62,3.6,6.0,1.57,4.0,6.0,1.57,3.8,6.0
173,4,9,0,2,1,3,Birmingham,4.5,3.5,1.83,4.5,3.4,1.83,4.5,3.45,1.85,39,28,0.0,1.74,2.02,4.46,3.15,1.33,3.42,1.82,1.83,2.14,4.9,3.4,1.36,3.68,1.9,35,2009-12-20,E0,1,1,D,4.0,3.5,1.85,6,8,0,19,7,1,1,D,0,Everton,3.7,3.4,1.9,4.5,3.5,1.8,S Attwell,4.33,3.4,1.73,4.5,3.5,1.8,4.75,3.5,1.83,4.6,3.4,1.8
174,5,16,0,20,6,3,Chelsea,1.4,4.5,8.5,1.4,4.5,8.0,1.35,5.1,8.5,39,28,0.0,2.03,1.72,1.4,1.1,6.16,4.4,8.29,2.18,1.78,1.42,1.13,6.63,5.1,9.0,35,2009-12-20,E0,1,1,D,1.4,4.2,8.0,5,17,0,6,5,0,1,H,4,West Ham,1.43,4.0,7.6,1.4,4.5,8.0,M Dean,1.36,4.2,7.5,1.4,4.33,8.5,1.4,4.75,8.0,1.36,4.6,8.5
175,5,9,0,10,6,1,Burnley,3.6,3.3,2.1,3.75,3.25,2.05,3.35,3.25,2.1,39,28,0.0,1.77,1.98,3.65,2.59,1.46,3.29,2.05,1.88,2.08,3.91,2.75,1.5,3.43,2.13,35,2009-12-20,E0,0,2,H,3.6,3.3,2.0,5,17,0,12,12,0,1,H,2,Wolves,3.6,3.3,2.0,3.6,3.25,2.1,M Atkinson,3.4,3.25,2.0,3.75,3.4,2.0,3.75,3.25,2.1,3.75,3.4,2.0
176,11,17,1,27,12,2,Chelsea,1.57,3.8,6.5,1.53,3.8,6.5,1.45,4.0,6.95,38,27,0.0,1.78,1.97,1.53,1.16,4.73,3.8,6.72,1.83,2.13,1.6,1.2,5.5,4.01,7.5,33,2009-12-26,E0,0,0,D,1.57,3.6,6.25,7,6,0,11,4,0,0,D,1,Birmingham,1.55,3.7,6.0,1.5,4.0,7.0,P Walton,1.45,3.8,6.75,1.5,4.0,7.0,1.53,3.75,7.5,1.44,3.6,6.5
177,2,12,0,11,5,0,Bolton,3.0,3.3,2.38,3.0,3.25,2.38,3.1,3.2,2.25,38,25,0.0,1.82,1.93,3.03,2.16,1.67,3.26,2.34,1.96,2.05,3.2,2.3,1.75,3.4,2.46,33,2009-12-26,E0,1,1,D,3.0,3.1,2.35,8,11,0,15,7,1,0,A,0,Burnley,2.9,3.3,2.3,3.2,3.3,2.25,C Foy,2.9,3.2,2.25,3.0,3.25,2.38,3.0,3.4,2.38,2.87,3.25,2.15
178,2,12,0,6,1,0,Tottenham,2.5,3.4,2.8,2.5,3.25,2.8,2.45,3.2,2.8,38,25,0.0,1.9,1.84,2.46,1.8,2.01,3.3,2.81,1.99,1.96,2.62,1.91,2.1,3.52,2.95,33,2009-12-26,E0,0,0,D,2.45,3.3,2.75,4,19,0,15,6,0,0,D,1,Fulham,2.4,3.2,2.85,2.5,3.3,2.8,S Bennett,2.35,3.25,2.7,2.4,3.4,2.88,2.5,3.25,2.88,2.25,3.2,2.75
179,1,10,1,6,2,1,Wolves,11.0,5.5,1.29,11.0,5.0,1.29,10.0,5.5,1.25,38,26,0.0,2.18,1.63,11.16,8.91,1.05,5.35,1.27,2.37,1.73,13.0,11.0,1.07,5.95,1.3,33,2009-12-26,E0,0,2,H,9.0,5.5,1.27,7,9,0,14,10,0,0,D,0,Liverpool,11.0,4.9,1.27,12.0,5.0,1.29,A Marriner,11.0,5.75,1.2,12.0,5.5,1.25,12.0,5.0,1.3,10.0,4.5,1.25
180,6,10,0,7,3,2,Stoke,7.5,4.33,1.44,8.0,4.0,1.44,8.5,4.0,1.4,38,26,0.0,2.15,1.65,8.03,5.84,1.11,4.15,1.43,2.23,1.74,9.0,7.0,1.14,4.58,1.47,33,2009-12-26,E0,0,2,H,7.5,4.0,1.44,7,13,0,12,6,0,2,H,0,Man City,7.0,4.0,1.45,8.0,4.0,1.44,L Mason,7.25,4.0,1.4,8.5,4.33,1.4,8.0,4.33,1.44,6.5,4.0,1.4
181,12,16,0,12,4,3,Everton,3.0,3.3,2.38,3.0,3.2,2.38,2.9,3.2,2.35,38,26,0.0,1.72,2.04,2.98,2.14,1.68,3.24,2.37,1.83,2.14,3.22,2.26,1.74,3.4,2.49,33,2009-12-26,E0,1,1,D,2.9,3.2,2.4,4,17,0,10,6,0,1,H,1,Sunderland,2.9,3.3,2.3,2.88,3.4,2.4,M Atkinson,2.8,3.2,2.3,3.0,3.25,2.38,3.2,3.25,2.38,2.75,3.25,2.2
182,4,19,0,11,7,3,Portsmouth,3.6,3.3,2.1,3.25,3.25,2.2,3.4,3.2,2.1,38,27,0.0,1.78,1.97,3.38,2.41,1.54,3.26,2.16,1.83,2.09,3.68,2.54,1.61,3.37,2.24,33,2009-12-26,E0,0,2,H,3.4,3.25,2.1,6,10,0,13,5,0,1,H,0,West Ham,3.2,3.3,2.15,3.3,3.3,2.2,L Probert,3.2,3.2,2.1,3.5,3.3,2.1,3.75,3.25,2.1,3.2,3.2,2.0
183,2,18,0,8,3,4,Blackburn,3.2,3.25,2.3,3.2,3.25,2.25,3.0,3.2,2.3,38,25,0.0,1.69,2.09,3.12,2.2,1.64,3.24,2.29,1.78,2.2,3.4,2.32,1.7,3.4,2.36,33,2009-12-26,E0,1,1,D,3.0,3.2,2.3,6,10,0,14,8,1,0,A,1,Wigan,3.1,3.3,2.2,3.1,3.3,2.3,M Clattenburg,3.0,3.2,2.2,3.2,3.25,2.25,3.25,3.25,2.25,2.87,3.25,2.15
184,4,18,0,7,3,3,Aston Villa,5.0,3.5,1.73,5.0,3.5,1.73,5.25,3.75,1.6,38,26,0.0,2.02,1.73,5.07,3.55,1.26,3.58,1.7,2.1,1.87,5.6,4.0,1.32,3.75,1.81,33,2009-12-27,E0,0,3,H,4.75,3.5,1.73,10,14,0,19,12,0,0,D,1,Arsenal,5.3,3.5,1.65,5.0,3.5,1.73,P Dowd,4.5,3.4,1.7,5.5,3.6,1.67,5.5,3.5,1.73,5.0,3.5,1.57
185,6,17,0,19,11,2,Man United,1.4,4.2,8.0,1.44,4.0,8.0,1.4,4.25,7.5,38,26,0.0,2.0,1.75,1.41,1.1,5.95,4.31,8.17,2.11,1.84,1.45,1.12,6.63,4.8,9.09,33,2009-12-27,E0,3,1,A,1.4,4.2,8.0,5,13,0,12,6,1,0,A,0,Hull,1.35,4.7,8.0,1.4,4.5,8.0,A Wiley,1.35,4.5,7.5,1.4,4.5,8.0,1.4,4.5,8.5,1.33,4.2,7.5
186,4,20,0,13,8,4,Sunderland,3.6,3.3,2.1,3.25,3.2,2.2,3.25,3.25,2.15,37,27,0.0,1.71,2.07,3.55,2.53,1.49,3.25,2.1,1.79,2.25,4.0,2.8,1.57,3.42,2.2,34,2009-12-28,E0,2,2,D,3.3,3.25,2.15,4,6,0,21,11,0,0,D,1,Blackburn,3.6,3.3,2.0,3.0,3.2,2.1,M Dean,3.2,3.2,2.1,3.6,3.25,2.1,3.75,3.25,2.1,2.87,3.3,2.1
187,6,13,0,3,3,1,Fulham,10.0,4.5,1.36,8.5,4.33,1.4,8.0,4.6,1.35,38,27,0.0,1.95,1.79,8.98,6.39,1.1,4.52,1.37,2.05,1.88,10.5,7.8,1.12,5.04,1.4,34,2009-12-28,E0,1,2,H,8.0,4.25,1.4,10,9,0,18,11,1,0,A,1,Chelsea,7.5,4.3,1.4,8.0,4.0,1.33,A Marriner,8.5,4.3,1.33,8.5,4.33,1.4,11.0,4.5,1.36,8.5,4.8,1.25
188,6,18,1,12,9,5,Burnley,6.5,3.8,1.57,6.0,3.6,1.6,6.25,3.9,1.5,38,27,0.0,1.84,1.92,6.31,4.44,1.17,3.75,1.56,1.96,2.0,7.34,5.05,1.22,4.15,1.67,34,2009-12-28,E0,0,2,H,6.25,3.6,1.57,10,7,0,24,16,0,0,D,1,Everton,5.6,3.6,1.6,5.5,3.5,1.53,H Webb,5.5,3.5,1.57,6.5,3.75,1.57,7.0,4.0,1.53,5.5,3.5,1.53
189,7,13,0,9,5,3,Birmingham,3.0,3.25,2.4,2.88,3.25,2.38,2.85,3.15,2.4,38,23,0.0,1.63,2.21,2.93,2.08,1.73,3.21,2.43,1.67,2.43,3.13,2.2,1.83,3.3,2.55,34,2009-12-28,E0,1,0,A,2.85,3.2,2.4,10,15,0,12,6,0,0,D,2,Stoke,2.85,3.2,2.4,2.62,3.25,2.3,M Atkinson,2.75,3.1,2.4,3.0,3.25,2.38,3.0,3.2,2.5,2.75,3.25,2.2
190,3,14,0,3,2,3,West Ham,8.0,4.2,1.44,7.5,4.0,1.44,7.5,4.25,1.4,35,25,-1.25,2.06,1.71,7.74,1.84,2.05,4.21,1.43,2.2,1.82,8.58,1.88,2.11,4.75,1.51,32,2009-12-28,E0,0,2,H,7.25,4.1,1.44,9,9,0,21,9,0,1,H,2,Tottenham,7.0,4.0,1.45,6.0,3.75,1.44,C Foy,7.5,4.0,1.4,7.0,4.33,1.44,8.5,4.5,1.4,7.0,4.0,1.36
191,3,11,0,12,5,2,Man City,1.8,3.6,4.5,1.8,3.4,4.5,1.7,3.5,4.8,38,26,0.0,1.87,1.88,1.75,1.29,3.39,3.51,4.79,1.95,2.0,1.82,1.33,3.85,3.83,5.4,33,2009-12-28,E0,3,0,A,1.77,3.5,4.5,8,16,0,11,6,1,0,A,3,Wolves,1.8,3.4,4.3,1.73,3.5,3.75,M Jones,1.7,3.4,4.5,1.73,3.5,5.0,1.8,3.6,4.75,1.67,3.5,4.2
192,10,11,0,12,9,1,Liverpool,2.6,3.25,2.8,2.62,3.2,2.7,2.55,3.2,2.65,37,24,0.0,1.73,2.05,2.45,1.68,2.15,3.21,2.9,1.77,2.23,2.55,1.76,2.35,3.3,3.32,34,2009-12-29,E0,1,0,A,2.5,3.25,2.7,8,13,0,11,7,0,0,D,1,Aston Villa,2.6,3.2,2.6,2.6,3.3,2.62,L Probert,2.5,3.15,2.6,2.6,3.4,2.63,2.62,3.25,2.75,2.62,3.2,2.7
193,8,18,0,12,7,2,Hull,4.75,3.6,1.8,4.33,3.5,1.83,4.5,3.45,1.75,38,28,0.0,1.76,2.01,4.5,3.2,1.32,3.48,1.8,1.9,2.1,5.02,3.75,1.36,3.75,1.85,34,2009-12-29,E0,2,2,D,4.5,3.4,1.8,8,14,0,16,6,0,1,H,1,Bolton,4.0,3.4,1.85,4.2,3.5,1.83,P Dowd,4.2,3.4,1.75,4.5,3.4,1.83,4.75,3.75,1.73,3.75,3.3,1.8
194,3,11,0,11,6,1,Wigan,15.0,6.5,1.2,15.0,5.5,1.22,15.0,6.0,1.18,38,26,0.0,2.22,1.62,14.67,10.97,1.03,5.91,1.21,2.39,1.67,19.58,13.0,1.05,6.8,1.25,34,2009-12-30,E0,0,5,H,13.0,6.0,1.2,7,6,0,23,16,0,3,H,0,Man United,13.0,5.3,1.22,13.0,6.5,1.2,L Mason,12.0,5.75,1.18,13.0,6.0,1.22,19.0,6.5,1.18,15.0,5.5,1.22
195,10,3,0,14,10,0,Arsenal,1.53,4.0,6.5,1.57,3.8,6.0,1.5,3.8,6.5,38,27,0.0,1.96,1.79,1.54,1.17,4.47,3.86,6.3,2.05,1.88,1.59,1.22,5.47,4.39,7.0,34,2009-12-30,E0,4,1,A,1.53,3.75,6.25,2,14,0,10,6,2,0,A,2,Portsmouth,1.55,3.7,6.0,1.53,4.0,6.0,A Wiley,1.5,3.6,6.25,1.57,3.8,6.0,1.5,4.33,6.5,1.44,3.75,6.0
196,10,7,0,14,7,0,Fulham,2.75,3.25,2.63,2.62,3.25,2.6,2.6,3.2,2.6,36,25,0.0,1.61,2.24,2.67,1.89,1.88,3.19,2.65,1.67,2.46,2.82,1.98,2.0,3.3,2.86,34,2010-01-05,E0,2,3,H,2.65,3.2,2.6,8,13,0,11,9,0,3,H,1,Stoke,2.6,3.2,2.6,2.62,3.3,2.62,M Clattenburg,2.55,3.15,2.55,2.75,3.3,2.5,2.75,3.25,2.62,2.7,3.1,2.7
197,8,11,0,9,5,1,Everton,8.5,4.5,1.4,8.0,4.5,1.4,8.0,4.15,1.4,36,25,0.0,2.08,1.7,8.29,6.19,1.1,4.34,1.4,2.25,1.8,9.6,7.0,1.12,4.79,1.43,32,2010-01-09,E0,2,2,D,8.0,4.2,1.4,6,10,0,6,5,1,1,D,1,Arsenal,7.5,4.3,1.4,9.0,4.5,1.36,P Walton,7.5,4.2,1.36,8.0,4.5,1.4,9.0,4.5,1.4,8.0,4.5,1.4
198,12,13,1,14,10,1,Man United,1.62,3.6,6.5,1.62,3.6,6.0,1.6,3.65,5.5,36,25,0.0,1.74,2.02,1.6,1.19,4.22,3.62,6.05,1.8,2.21,1.68,1.22,4.55,3.81,6.5,32,2010-01-09,E0,1,1,D,1.55,3.75,6.0,2,10,0,6,5,0,1,H,2,Birmingham,1.65,3.5,5.3,1.57,3.75,6.0,M Clattenburg,1.5,3.75,6.0,1.57,3.75,6.5,1.57,3.75,6.5,1.57,3.8,6.0
199,3,10,0,8,3,1,Blackburn,8.0,4.33,1.44,7.5,4.33,1.4,7.5,4.3,1.4,33,23,0.0,2.0,1.76,7.7,5.84,1.11,4.26,1.42,2.06,1.88,8.8,6.63,1.13,4.6,1.46,29,2010-01-11,E0,1,4,H,8.0,4.2,1.4,4,6,0,12,6,0,2,H,1,Man City,7.0,4.0,1.45,8.0,4.5,1.4,C Foy,7.5,4.33,1.35,8.0,4.5,1.4,8.5,4.75,1.4,8.0,4.5,1.4
200,1,10,0,7,3,1,Sunderland,15.0,6.0,1.22,13.0,5.5,1.22,12.0,6.0,1.2,39,24,-1.75,2.23,1.6,12.82,1.84,2.05,5.76,1.23,2.33,1.66,15.1,1.86,2.1,6.61,1.26,36,2010-01-16,E0,2,7,H,11.0,6.0,1.22,15,4,0,23,13,0,4,H,0,Chelsea,13.0,5.3,1.22,13.0,6.0,1.22,C Foy,11.0,5.6,1.2,13.0,6.0,1.22,15.0,6.0,1.22,12.0,6.0,1.22
201,3,14,0,8,4,0,Man City,2.5,3.25,2.88,2.5,3.25,2.75,2.25,3.3,3.0,39,24,0.0,1.77,1.99,2.5,1.78,2.01,3.24,2.81,1.86,2.1,2.65,1.9,2.1,3.38,3.0,36,2010-01-16,E0,0,2,H,2.4,3.2,2.85,11,14,0,13,6,0,2,H,0,Everton,2.5,3.2,2.7,2.5,3.3,2.8,A Marriner,2.4,3.2,2.7,2.6,3.25,2.75,2.5,3.25,2.88,2.5,3.3,2.8
202,1,7,0,11,5,0,Burnley,17.0,7.0,1.17,17.0,7.0,1.14,14.0,7.0,1.15,39,23,-2.0,2.52,1.48,16.57,1.97,1.88,6.9,1.16,2.67,1.52,19.3,2.03,1.92,8.35,1.18,36,2010-01-16,E0,0,3,H,15.0,6.5,1.17,7,12,0,24,11,0,0,D,0,Man United,15.0,6.0,1.17,15.0,7.0,1.17,L Probert,15.0,6.5,1.14,15.0,7.0,1.17,19.0,8.0,1.14,17.0,7.0,1.17
203,0,10,0,4,3,2,Liverpool,2.2,3.2,3.5,2.25,3.1,3.3,1.95,3.2,3.9,39,26,0.0,1.64,2.18,2.1,1.48,2.53,3.18,3.63,1.72,2.37,2.25,1.55,2.7,3.3,3.9,36,2010-01-16,E0,1,1,D,2.15,3.15,3.4,10,14,0,6,5,0,0,D,1,Stoke,2.0,3.3,3.6,2.1,3.25,3.5,L Mason,2.0,3.1,3.6,2.1,3.25,3.6,2.2,3.0,3.75,2.0,3.25,3.9
204,1,11,0,8,2,2,Hull,11.0,6.0,1.25,11.0,5.5,1.25,10.0,5.5,1.25,39,25,-1.5,2.34,1.55,11.46,2.06,1.8,5.4,1.26,2.5,1.6,13.09,2.13,1.83,6.06,1.29,36,2010-01-16,E0,0,0,D,10.0,5.5,1.25,14,14,0,25,18,0,0,D,4,Tottenham,9.5,4.8,1.3,12.0,5.5,1.25,M Atkinson,10.0,5.0,1.25,12.0,5.5,1.25,13.0,6.0,1.25,12.0,6.0,1.22
205,3,16,1,20,14,3,Wigan,3.2,3.25,2.3,3.25,3.2,2.2,2.95,3.25,2.3,39,25,0.0,1.65,2.16,3.12,2.21,1.63,3.22,2.3,1.74,2.25,3.36,2.35,1.68,3.3,2.38,36,2010-01-16,E0,2,0,A,3.1,3.1,2.3,4,14,1,9,4,0,0,D,4,Wolves,3.2,3.2,2.2,3.2,3.2,2.3,H Webb,2.85,3.2,2.3,3.2,3.2,2.3,3.5,3.0,2.3,3.1,3.25,2.3
206,4,12,0,8,3,3,West Ham,7.0,3.8,1.53,7.5,3.6,1.5,6.75,3.75,1.5,39,25,0.0,1.81,1.94,6.89,4.89,1.15,3.72,1.53,1.88,2.03,8.0,5.5,1.2,4.12,1.58,36,2010-01-17,E0,0,0,D,6.5,3.6,1.55,16,7,0,17,10,0,0,D,1,Aston Villa,6.0,3.7,1.55,6.0,3.75,1.57,M Jones,6.5,3.6,1.5,7.5,3.75,1.5,7.5,4.0,1.5,7.0,3.75,1.53
207,6,9,0,14,9,3,Fulham,3.0,3.25,2.4,3.0,3.25,2.3,3.3,3.2,2.15,39,24,0.0,1.69,2.1,3.05,2.17,1.65,3.21,2.34,1.75,2.23,3.3,2.28,1.74,3.3,2.5,36,2010-01-17,E0,0,2,H,2.85,3.25,2.4,3,14,0,11,7,0,1,H,1,Blackburn,3.2,3.2,2.2,3.2,3.2,2.3,K Friend,2.88,3.2,2.25,3.0,3.25,2.38,3.2,3.0,2.5,3.0,3.25,2.37
208,4,5,0,14,9,2,Arsenal,1.53,4.0,6.5,1.57,3.75,6.0,1.55,3.6,6.25,39,25,1.0,1.97,1.78,1.54,1.89,1.96,3.85,6.31,2.12,1.84,1.62,1.95,2.01,4.28,6.96,36,2010-01-17,E0,2,0,A,1.55,3.75,6.0,2,13,0,12,6,1,0,A,1,Bolton,1.55,3.7,6.0,1.62,3.6,6.0,P Dowd,1.45,4.1,6.0,1.53,4.0,6.5,1.62,3.6,6.5,1.53,4.0,6.0
209,3,17,0,7,4,2,Bolton,17.0,5.5,1.22,13.0,6.0,1.2,15.0,5.5,1.2,38,23,-1.75,2.32,1.56,14.7,1.98,1.9,5.8,1.21,2.57,1.62,19.0,2.01,1.95,6.64,1.23,34,2010-01-20,E0,2,4,H,13.0,6.0,1.2,9,16,0,20,14,2,1,A,1,Arsenal,13.0,5.7,1.2,11.0,5.0,1.2,A Wiley,12.0,5.5,1.2,15.0,6.0,1.2,15.0,6.5,1.17,17.0,6.0,1.2
210,3,17,0,7,5,3,Tottenham,3.0,3.25,2.4,2.88,3.2,2.4,2.9,3.3,2.3,38,24,0.0,1.74,2.01,2.92,2.07,1.74,3.24,2.4,1.83,2.2,3.04,2.19,1.8,3.36,2.53,34,2010-01-20,E0,0,2,H,2.85,3.25,2.4,2,11,0,13,5,0,1,H,2,Liverpool,2.9,3.3,2.3,3.0,3.2,2.1,H Webb,2.8,3.2,2.3,3.0,3.25,2.38,2.88,3.25,2.38,2.9,3.3,2.4
211,8,10,0,8,4,1,Hull,15.0,6.5,1.14,21.0,7.0,1.14,14.0,7.0,1.15,35,23,-2.25,2.54,1.47,18.13,1.92,1.99,7.01,1.15,2.76,1.53,24.0,1.93,2.01,8.6,1.17,31,2010-01-23,E0,0,4,H,15.0,7.0,1.15,12,6,0,25,15,0,1,H,1,Man United,14.0,6.5,1.17,15.0,7.0,1.17,S Bennett,15.0,7.0,1.12,21.0,7.0,1.14,21.0,8.5,1.14,12.0,6.0,1.14
212,7,11,0,10,5,2,Burnley,4.5,3.6,1.8,4.75,3.5,1.73,4.5,3.5,1.75,34,23,0.0,1.9,1.84,4.7,3.34,1.29,3.5,1.76,2.02,1.9,5.25,3.75,1.33,3.78,1.82,31,2010-01-26,E0,0,1,H,4.5,3.5,1.75,4,12,0,14,6,0,1,H,3,Bolton,4.3,3.4,1.8,4.0,3.2,1.8,M Atkinson,4.5,3.4,1.7,4.5,3.5,1.8,5.0,3.6,1.73,4.2,3.25,1.73
